date,ndwi_mean,ndwi_median,ndti_mean,ndti_median,ndci_mean,ndci_median
2024-05-02 16:15:35.287,0.09838844835758209,-0.03344709798693657,-0.10207155346870422,-0.05030181258916855,0.03515822812914848,0.003050927072763443
2024-05-02 16:15:49.847,0.17990905791521072,0.17927644588053226,-0.14732221513986588,-0.14065979048609734,0.027012507431209087,0.0007049843552522361
2024-05-07 16:15:33.233,0.13684352363149324,0.10669511184096336,-0.1225377693772316,-0.1066443497935931,0.034501813972989716,0.0056550606386736035
2024-05-07 16:15:47.787,0.17118802294135094,0.21811515092849731,-0.13975507766008377,-0.14801661173502603,0.030969804773728054,0.006234952985929946
2024-05-22 16:15:31.815,0.12670920913418135,0.18865989645322165,-0.10996296753485997,-0.12087063491344452,0.03482718082765738,0.006058873298267524
2024-05-27 16:15:32.301,0.13282943765322366,0.1796561355392138,-0.11623726785182953,-0.11778421451648076,0.03056943230330944,0.006206060449282329
2024-05-27 16:15:46.847,0.10973669091860454,0.15280483911434808,-0.10479953388373058,-0.10589092721541722,0.03292752802371979,0.008520535193383694
2024-07-21 16:15:48.531,0.14705838759740195,0.15548953165610632,-0.12701223293940225,-0.12166137744983037,0.05502393841743469,0.038078664181133114
2024-09-19 16:15:33.326,0.22092269857724509,0.34801830848058063,-0.13571083545684814,-0.15759092569351196,0.06547764564553897,0.04940436687320471
2024-09-29 16:15:49.137,0.29912718137105304,0.4397267997264862,-0.15049716333548227,-0.17179372906684875,0.0839691311120987,0.06988326708475749
2024-10-14 16:15:31.884,0.25104742497205734,0.34583069818715256,-0.11461022247870763,-0.12229236463705699,0.08002912253141403,0.06563836832841237
2024-10-14 16:15:46.435,0.2236141785979271,0.29051281946400803,-0.1094306210676829,-0.11418491850296657,0.08081311235825221,0.0684451274573803
2024-10-24 16:15:33.134,0.14300542076428732,0.11010167685647805,-0.06427362437049548,-0.05739887338131666,0.07589715719223022,0.06091380243500074
2024-10-24 16:15:47.693,0.1958874836564064,0.2405975436170896,-0.06898271664977074,-0.07050960790365934,0.06796971956888835,0.05077496419350306
2024-10-29 16:15:47.601,0.22860883424679437,0.28051595638195675,-0.06481535856922467,-0.0659680071597298,0.054460521787405014,0.03457821812480688
2024-11-13 16:15:28.109,0.21187063803275427,0.3170965686440468,-0.07610151047507922,-0.08250702420870464,0.053542756785949074,0.03449537636091312
2024-11-18 16:15:32.147,0.16750080386797586,0.15454370031754175,-0.06745747352639835,-0.05799166734019915,0.05630795036753019,0.03442525894691547
2024-11-23 16:15:33.317,0.12707577149073282,-0.027795270085334778,-0.06480325137575467,-0.031499200190107025,0.058134141067663826,0.037171030417084694
2024-11-23 16:15:47.874,0.21125157922506332,0.13705425212780634,-0.09150952845811844,-0.0691726387788852,0.027009692663947742,0.0017469357699155807
2024-11-28 16:15:45.296,0.30565229058265686,0.36744458725055057,-0.13393642008304596,-0.13910100546975931,0.004600152761364977,-0.01972647135456403
2024-12-03 16:15:33.114,0.2886688907941182,0.35133078694343567,-0.13299845655759177,-0.13316074657874802,0.003229649504646659,-0.017041126266121864
2024-12-03 16:15:47.669,0.26365698377291363,0.3271554211775462,-0.12997722129027048,-0.13427019763427475,0.014499883245055875,-0.007782779013117154
2024-12-13 16:15:33.709,0.18448413908481598,0.08334808051586151,-0.10123992214600246,-0.062201400830720864,0.019680640349785488,0.005774708464741707
2024-12-13 16:15:48.262,0.24944385389486948,0.33525202174981433,-0.12551100800434747,-0.1301963416238626,0.009383977177397659,-0.016055695091684658
2024-12-18 16:15:45.726,0.28599296510219574,0.39122890929381055,-0.14254735658566156,-0.1478441245853901,0.013591964515702179,-0.00666602390507857
2024-12-23 16:15:48.465,0.3418956696987152,0.6329044699668884,-0.1737374315659205,-0.22563550372918448,0.006173213885631412,-0.025631313522656757
